STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/20/2005,0.3,",,S",24.3,"H,,S",,,19.1,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/21/2005,0,",,S",23.3,"H,,S",27.7,",,S",19.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/22/2005,1.5,",,S",22.9,"H,,S",,,18.2,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/23/2005,0.5,",,S",22.9,"H,,S",27.2,",,S",16.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/24/2005,0,",,S",22.6,"H,,S",26.8,",,S",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/25/2005,,,23.2,"H,,S",27,",,S",16.9,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/26/2005,2.5,",,S",23.6,"H,,S",,,20.2,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/27/2005,2.5,",,S",23.7,"H,,S",26.5,",,S",21.1,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/28/2005,0,",,S",23.6,"H,,S",26,",,S",21.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/29/2005,,,23.6,"H,,S",26.1,",,S",20.9,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/30/2005,0,",,S",23.7,"H,,S",26.3,",,S",21.2,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,3/31/2005,1.5,",,S",23.3,"H,,S",26.3,",,S",20.7,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/1/2005,1,",,S",23.4,"H,,S",,,20.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/2/2005,1.5,",,S",23.8,"H,,S",27.3,",,S",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/3/2005,3,",,S",24.4,"H,,S",,,21.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/4/2005,0.3,",,S",23.8,"H,,S",27.1,",,S",21.5,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/5/2005,0,",,S",22.9,"H,,S",26.7,",,S",21.1,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/6/2005,0.5,",,S",23.1,"H,,S",,,20,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/7/2005,1.8,",,S",22.5,"H,,S",25.4,",,S",19.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/8/2005,7.9,",,S",22.4,"H,,S",25.7,",,S",19.4,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/9/2005,0,",,S",22.5,"H,,S",24.5,",,S",19.7,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/10/2005,4.1,",,S",22.8,"H,,S",,,20,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/11/2005,4.1,",,S",22.1,"H,,S",25.9,",,S",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/12/2005,3.8,",,S",22.8,"H,,S",,,18.7,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/13/2005,0,",,S",22.3,"H,,S",26.1,",,S",18.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/14/2005,0,"D,,S",20.8,"H,,S",,,16,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/15/2005,0.5,",,S",21.5,"H,,S",25.2,",,S",18.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/16/2005,2,",,S",21.8,"H,,S",,,18.7,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/17/2005,0.8,",,S",21.3,"H,,S",23.8,",,S",18.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/18/2005,0.3,",,S",20.5,"H,,S",,,16.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/19/2005,0,",,S",20.7,"H,,S",23.9,",,S",16.9,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/20/2005,,,20.6,"H,,S",,,14.1,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/21/2005,0.3,",,S",22.2,"H,,S",24.7,",,S",20.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/22/2005,10.9,",,S",23.7,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/23/2005,0,",,S",23.8,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/24/2005,14,",,S",22.3,"H,,S",26.2,",,S",19.9,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/25/2005,0,",,S",20.4,"H,,S",24.2,",,S",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/26/2005,0.5,",,S",20.4,"H,,S",,,16,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/27/2005,6.6,",,S",21.7,"H,,S",,,19.7,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/28/2005,7.4,",,S",23.2,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/29/2005,11.9,",,S",22.5,"H,,S",24.8,",,S",20.9,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,4/30/2005,0.8,",,S",20.4,"H,,S",23.6,",,S",17.5,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/1/2005,0,",,S",20.1,"H,,S",,,15.6,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/2/2005,0,"D,,S",20.3,"H,,S",,,16.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/3/2005,,,22.7,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/4/2005,,,23.3,"H,,S",,,21,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/5/2005,0.3,",,S",22.8,"H,,S",25.2,",,S",19.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/6/2005,0,",,S",22.1,"H,,S",25.3,",,S",18.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/7/2005,,,22.2,"H,,S",25.2,",,S",18.7,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/8/2005,0,",,S",22.8,"H,,S",,,19.4,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/9/2005,,,21.5,"H,,S",25.4,",,S",18.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/10/2005,,,22.2,"H,,S",24.1,",,S",18.7,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/11/2005,0.3,",,S",21.5,"H,,S",25.1,",,S",16.6,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/12/2005,1.3,",,S",21.5,"H,,S",,,18.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/13/2005,0.8,",,S",21.9,"H,,S",25,",,S",19,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/14/2005,6.1,",,S",21.8,"H,,S",,,19.5,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/15/2005,0,",,S",22.9,"H,,S",,,18.7,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/16/2005,,,21.7,"H,,S",26.1,",,S",18.2,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/17/2005,,,22.3,"H,,S",24.7,",,S",20.6,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/18/2005,0,",,S",21.3,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/19/2005,0.5,",,S",21.2,"H,,S",24.6,",,S",17.1,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/20/2005,3.3,",,S",21.4,"H,,S",24.4,",,S",19,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/21/2005,0,",,S",21.6,"H,,S",23.4,",,S",15.7,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/22/2005,,,20.7,"H,,S",,,15.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/23/2005,,,20.6,"H,,S",24.2,",,S",14.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/24/2005,,,21.6,"H,,S",24.7,",,S",16.9,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/25/2005,,,20.4,"H,,S",24.2,",,S",17.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/26/2005,0.3,",,S",20.3,"H,,S",,,14.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/27/2005,0,",,S",21.9,"H,,S",,,15.4,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/28/2005,5.1,",,S",21.2,"H,,S",25,",,S",19,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/29/2005,3,",,S",22.7,"H,,S",,,19.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/30/2005,9.9,",,S",21.9,"H,,S",24.8,",,S",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,5/31/2005,6.1,",,S",20.5,"H,,S",24.1,",,S",18.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/1/2005,1.5,",,S",21.1,"H,,S",,,18.7,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/2/2005,0,",,S",21.3,"H,,S",,,19.4,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/3/2005,0,",,S",21.7,"H,,S",25.3,",,S",19,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/4/2005,0.3,",,S",22.4,"H,,S",24.2,",,S",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/5/2005,0,",,S",22.9,"H,,S",,,20.6,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/6/2005,1.8,",,S",21.9,"H,,S",24.8,",,S",20.2,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/7/2005,1,",,S",22.8,"H,,S",,,21.4,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/8/2005,0,",,S",21.8,"H,,S",24.8,",,S",20.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/9/2005,14.2,",,S",20.9,"H,,S",,,18.5,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/10/2005,23.4,",,S",22.3,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/11/2005,1.8,",,S",22.8,"H,,S",24.6,",,S",20.9,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/12/2005,0,",,S",21.6,"H,,S",24.5,",,S",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/13/2005,8.9,",,S",20.7,"H,,S",,,18,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/14/2005,14.7,",,S",22.2,"H,,S",,,19.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/15/2005,13.2,",,S",22.7,"H,,S",24.4,",,S",20.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/16/2005,4.1,",,S",22.2,"H,,S",24.4,",,S",19.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/17/2005,0,",,S",20.9,"H,,S",,,14.6,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/18/2005,2.3,",,S",21.2,"H,,S",24,",,S",18.2,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/19/2005,0.3,",,S",22.1,"H,,S",,,21,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/20/2005,0.3,",,S",21.8,"H,,S",24.8,",,S",17.9,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/21/2005,7.6,",,S",20.6,"H,,S",,,18.4,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/22/2005,4.3,",,S",19.6,"H,,S",,,16.6,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/23/2005,2.3,",,S",20.9,"H,,S",,,19,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/24/2005,0,",,S",21.6,"H,,S",,,19.2,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/25/2005,0.5,",,S",22.2,"H,,S",24.2,",,S",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/26/2005,5.1,",,S",18,"H,,S",24.1,",,S",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/27/2005,8.4,",,S",18.2,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/28/2005,0.5,",,S",19.2,"H,,S",21.3,",,S",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/29/2005,2.3,",,S",17.7,"H,,S",21,",,S",15.5,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,6/30/2005,0,",,S",17.3,"H,,S",19.5,",,S",15.6,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/1/2005,,,17.4,"H,,S",,,14.5,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/2/2005,,,18.3,"H,,S",20.3,",,S",11.2,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/3/2005,17,",,S",18.1,"H,,S",21,",,S",15.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/4/2005,0,",,S",18.1,"H,,S",,,15.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/5/2005,3.3,",,S",19.7,"H,,S",20.9,",,S",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/6/2005,0,",,S",18.7,"H,,S",20.8,",,S",16.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/7/2005,,,19.4,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/8/2005,5.3,",,S",20,"H,,S",23.3,",,S",17.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/9/2005,0,",,S",16.8,"H,,S",21.1,",,S",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/10/2005,3.6,",,S",17.4,"H,,S",,,15.7,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/11/2005,0,",,S",17.3,"H,,S",19.3,",,S",15,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/12/2005,0.3,",,S",18.6,"H,,S",,,13.6,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/13/2005,0,",,S",20.6,"H,,S",,,18.7,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/14/2005,74.9,",,S",19.3,"H,,S",23.2,",,S",15,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/15/2005,0,",,S",18.4,"H,,S",,,15.7,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/16/2005,0.5,",,S",18.4,"H,,S",,,16.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/17/2005,0,",,S",18.2,"H,,S",,,16.4,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/18/2005,,,17.8,"H,,S",20,",,S",16.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/19/2005,0.8,",,S",17,"H,,S",20.4,",,S",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/20/2005,2.3,",,S",18.2,"H,,S",,,15.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/21/2005,1,",,S",19.9,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/22/2005,0.8,",,S",19.7,"H,,S",22.5,",,S",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/23/2005,26.4,",,S",17.7,"H,,S",20.8,",,S",15.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/24/2005,0,",,S",17.4,"H,,S",,,13,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/25/2005,10.7,",,S",17.4,"H,,S",20.3,",,S",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/26/2005,60.7,",,S",19.4,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/27/2005,4.3,",,S",20,"H,,S",22.3,",,S",17.6,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/28/2005,0,",,S",19.6,"H,,S",22.1,",,S",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/29/2005,,,18.9,"H,,S",21.6,",,S",14.6,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/30/2005,0.3,",,S",19.5,"H,,S",,,12.1,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,7/31/2005,0.5,",,S",20.8,"H,,S",22.9,",,S",18.9,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/1/2005,0,",,S",21.2,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/2/2005,2,",,S",17.7,"H,,S",23.2,",,S",16.6,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/3/2005,0,",,S",16.2,"H,,S",19.5,",,S",14.9,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/4/2005,,,17.3,"H,,S",,,14.6,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/5/2005,0.5,",,S",19.7,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/6/2005,8.6,",,S",19.6,"H,,S",22.6,",,S",16.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/7/2005,4.3,",,S",18.9,"H,,S",22.2,",,S",16.9,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/8/2005,4.3,",,S",17.9,"H,,S",21.1,",,S",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/9/2005,0.8,",,S",16.8,"H,,S",20.1,",,S",14,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/10/2005,20.3,",,S",19.1,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/11/2005,12.7,",,S",17.9,"H,,S",21.2,",,S",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/12/2005,7.1,",,S",17.7,"H,,S",,,15.6,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/13/2005,8.9,",,S",20.7,"H,,S",,,18.5,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/14/2005,0,",,S",17.6,"H,,S",22.2,",,S",15.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/15/2005,,,17.6,"H,,S",,,15,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/16/2005,8.4,",,S",18.9,"H,,S",21.1,",,S",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/17/2005,14,",,S",19.5,"H,,S",21.2,",,S",17.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/18/2005,0.5,",,S",17.8,"H,,S",21.3,",,S",16,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/19/2005,0,",,S",18,"H,,S",,,13.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/20/2005,3.8,",,S",19.8,"H,,S",,,16.5,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/21/2005,0.5,",,S",21,"H,,S",23,",,S",19.2,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/22/2005,1,",,S",20.8,"H,,S",23.1,",,S",,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/23/2005,19.3,",,S",20,"H,,S",,,17.7,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/24/2005,0.5,",,S",20.7,"H,,S",22.7,",,S",18.2,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/25/2005,10.9,",,S",19.7,"H,,S",22.5,",,S",17.4,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/26/2005,0.3,",,S",19.1,"H,,S",,,16.7,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/27/2005,9.4,",,S",20.1,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/28/2005,1,",,S",21.6,"H,,S",23.6,",,S",20,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/29/2005,0,",,S",21.6,"H,,S",23.7,",,S",20.6,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/30/2005,,,21.8,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,8/31/2005,,,20.4,"H,,S",24.1,",,S",17.4,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/1/2005,4.8,",,S",19.2,"H,,S",22.9,",,S",17.9,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/2/2005,5.6,",,S",19.9,"H,,S",,,16.5,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/3/2005,0,",,S",20.9,"H,,S",,,17.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/4/2005,,,21.4,"H,,S",,,19.7,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/5/2005,,,20.4,"H,,S",23.8,",,S",17.5,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/6/2005,19.6,",,S",17.9,"H,,S",23.5,",,S",15.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/7/2005,7.6,",,S",19.2,"H,,S",,,17.2,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/8/2005,1.5,",,S",19.8,"H,,S",,,16.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/9/2005,0.3,",,S",20.6,"H,,S",23.7,",,S",16.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/10/2005,0.3,",,S",20.9,"H,,S",23.2,",,S",17.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/11/2005,0.5,",,S",21.3,"H,,S",23.9,",,S",18.5,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/12/2005,0.5,",,S",20.6,"H,,S",23.6,",,S",17,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/13/2005,0.5,",,S",19.4,"H,,S",23,",,S",16.4,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/14/2005,0,",,S",19.9,"H,,S",23.7,",,S",16.2,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/15/2005,,,20.8,"H,,S",23.2,",,S",17.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/16/2005,2.8,",,S",19.1,"H,,S",23.5,",,S",16.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/17/2005,0,",,S",18.2,"H,,S",20.5,",,S",15,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/18/2005,0,",,S",18.1,"H,,S",20.8,",,S",15.8,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/19/2005,,,17.1,"H,,S",20.8,",,S",15,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/20/2005,1.5,",,S",18.1,"H,,S",,,14.6,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/21/2005,0,",,S",17.6,"H,,S",20.6,",,S",15.1,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/22/2005,,,17.9,"H,,S",20.2,",,S",16.2,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/23/2005,,,18.7,"H,,S",,,13.5,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/24/2005,0,",,S",18.7,"H,,S",21,",,S",13.3,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/25/2005,2.8,",,S",19.1,"H,,S",,,12.4,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/26/2005,1.8,",,S",18.6,"H,,S",23,",,S",15.1,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/27/2005,0,",,S",19.8,"H,,S",,,,
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/28/2005,,,20.8,"H,,S",23.6,",,S",16.6,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/29/2005,0.3,",,S",19.8,"H,,S",23.5,",,S",14.5,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,9/30/2005,0,",,S",20.1,"H,,S",23.9,",,S",14.2,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,10/1/2005,7.9,",,S",20.1,"H,,S",23.2,",,S",17.5,",,S"
CI000085469,"ISLA DE PASCUA, CI",-27.167,-109.433,69,10/2/2005,0.5,",,S",20.2,"H,,S",,,17.8,",,S"
